object_id_a,object_id_b,shared_hub_type,shared_value,group_size
496205,496209,has_artist,Hedda Sterne,5
496206,496207,has_artist,Hedda Sterne,5
496206,496208,has_artist,Hedda Sterne,5
496206,496209,has_artist,Hedda Sterne,5
496207,496208,has_artist,Hedda Sterne,5
496207,496209,has_artist,Hedda Sterne,5
496208,496209,has_artist,Hedda Sterne,5
496222,757346,has_artist,René Buthaud,2
497110,497114,has_artist,Pablo Bronstein,3
497110,500462,has_artist,Pablo Bronstein,3
497114,500462,has_artist,Pablo Bronstein,3
497136,497137,has_artist,Diego Rivera,2
497146,498736,has_artist,Sandow Birk,2
497501,497502,has_artist,Howard Hodgkin,4
497501,497503,has_artist,Howard Hodgkin,4
497501,497504,has_artist,Howard Hodgkin,4
497502,497503,has_artist,Howard Hodgkin,4
497502,497504,has_artist,Howard Hodgkin,4
497503,497504,has_artist,Howard Hodgkin,4
497645,497646,has_artist,Roland Flexner,3
497645,497648,has_artist,Roland Flexner,3
497646,497648,has_artist,Roland Flexner,3
497704,497707,has_artist,Alan Gussow,8
497700,497704,has_artist,Alan Gussow,8
497703,497705,has_artist,Alan Gussow,8
497706,497707,has_artist,Alan Gussow,8
497700,497706,has_artist,Alan Gussow,8
497702,497707,has_artist,Alan Gussow,8
497701,497705,has_artist,Alan Gussow,8
497703,497707,has_artist,Alan Gussow,8
497701,497704,has_artist,Alan Gussow,8
497701,497703,has_artist,Alan Gussow,8
497701,497706,has_artist,Alan Gussow,8
497705,497707,has_artist,Alan Gussow,8
497704,497705,has_artist,Alan Gussow,8
497702,497703,has_artist,Alan Gussow,8
497700,497703,has_artist,Alan Gussow,8
498585,498586,has_artist,Joseph Urban,2
499532,499533,has_artist,Sylvia Plimack Mangold,2
499565,500062,has_artist,Imran Qureshi,3
499565,500486,has_artist,Imran Qureshi,3
500062,500486,has_artist,Imran Qureshi,3
499570,499571,has_artist,Mohammad Zeeshan,2
500064,500454,has_artist,Thornton Dial,3
500064,653729,has_artist,Thornton Dial,3
500454,653729,has_artist,Thornton Dial,3
500540,500541,has_artist,Harry Bernard,2
500561,501477,has_artist,Joseph Bechonnet,2
500595,505218,has_artist,"Shop of Refined Tones, Guangzhou (Canton)",2
500604,500605,has_artist,"Elevated Tone Workshop, Guangzhou (Canton)",2
500606,500612,has_artist,"Chin Shing (Golden Voice) Store, Canton",2
500610,500613,has_artist,Golden Tone Workshop,4
500610,500618,has_artist,Golden Tone Workshop,4
500610,500619,has_artist,Golden Tone Workshop,4
500613,500618,has_artist,Golden Tone Workshop,4
500613,500619,has_artist,Golden Tone Workshop,4
500618,500619,has_artist,Golden Tone Workshop,4
500904,501510,has_artist,Graves & Company,2
500906,502638,has_artist,Jérome Thibouville-Lamy,2
501097,501837,has_artist,Ashanti (Asante),2
501214,628865,has_artist,"William Esperance Boucher, Jr.",2
501229,502706,has_artist,Nootka,3
501229,502708,has_artist,Nootka,3
502706,502708,has_artist,Nootka,3
501244,501246,has_artist,Hopi Tribe; Shoshonean family,2
501247,501250,has_artist,Sioux or Dakota tribe,2
501504,502022,has_artist,Jacob Denner,2
501512,501514,has_artist,William Bainbridge|John Wood,3
501512,504999,has_artist,William Bainbridge|John Wood,3
501514,504999,has_artist,William Bainbridge|John Wood,3
501525,504141,has_artist,Alexander Liddle,2
501593,501643,has_artist,Gennaro Fabricatore,2
501601,501602,has_artist,Amant Constant (Amé) Lambert,2
501676,501681,has_artist,Michael Saurle,2
501685,502191,has_artist,Adolphe (Antoine Joseph) Sax,3
501685,652387,has_artist,Adolphe (Antoine Joseph) Sax,3
502191,652387,has_artist,Adolphe (Antoine Joseph) Sax,3
501700,502652,has_artist,Charles Wheatstone,2
501707,501759,has_artist,Leopoldo Franciolini,3
501707,503655,has_artist,Leopoldo Franciolini,3
501759,503655,has_artist,Leopoldo Franciolini,3
501765,503182,has_artist,Abraham Prescott,3
501765,503389,has_artist,Abraham Prescott,3
503182,503389,has_artist,Abraham Prescott,3
501788,503176,has_artist,Bartolomeo Cristofori,2
501852,501853,has_artist,Mochica,2
501988,502362,has_artist,Charles Mathieu,2
502121,502124,has_artist,Asano Tōshichi,3
502121,502574,has_artist,Asano Tōshichi,3
502124,502574,has_artist,Asano Tōshichi,3
502136,502301,has_artist,Maori,2
502212,504904,has_artist,David James Blaikley,2
502343,502344,has_artist,N. N. Federov,3
502343,502345,has_artist,N. N. Federov,3
502344,502345,has_artist,N. N. Federov,3
503005,503510,has_artist,"Boehm & Mendler, German",2
503008,503010,has_artist,Antonio Stradivari,3
503008,503045,has_artist,Antonio Stradivari,3
503010,503045,has_artist,Antonio Stradivari,3
503053,503055,has_artist,Wakamura workshop,2
503068,503069,has_artist,Bobo Fing or Samo tribe,2
503198,503418,has_artist,Theodore Berteling,2
503213,503214,has_artist,Kyung Suk Park,3
503213,503215,has_artist,Kyung Suk Park,3
503214,503215,has_artist,Kyung Suk Park,3
503263,503265,has_artist,Franz Albert Nürnberger workshop,2
503273,503508,has_artist,"Firth, Hall & Pond",2
503284,503285,has_artist,I Gusti Ngurah Togog,2
503300,504418,has_artist,Latin Percussion,2
503351,503352,has_artist,Carleen M. Hutchins,2
503392,505826,has_artist,Henry H. Prentiss,2
503409,503819,has_artist,"Thomas Cahusac, Sr.",2
503467,503783,has_artist,Johann Wilhelm Oberlender (the Elder),2
503991,504048,has_artist,Lyon & Healy,3
503991,763305,has_artist,Lyon & Healy,3
504048,763305,has_artist,Lyon & Healy,3
504046,504047,has_artist,Érard,2
504205,504206,has_artist,George Bandele,3
504205,504207,has_artist,George Bandele,3
504206,504207,has_artist,George Bandele,3
504280,505116,has_artist,Filip Gereci,3
504280,505117,has_artist,Filip Gereci,3
505116,505117,has_artist,Filip Gereci,3
504519,504679,has_artist,Veljko Janevic,5
504519,505102,has_artist,Veljko Janevic,5
504519,505105,has_artist,Veljko Janevic,5
504519,505133,has_artist,Veljko Janevic,5
504679,505102,has_artist,Veljko Janevic,5
504679,505105,has_artist,Veljko Janevic,5
504679,505133,has_artist,Veljko Janevic,5
505102,505105,has_artist,Veljko Janevic,5
505102,505133,has_artist,Veljko Janevic,5
505105,505133,has_artist,Veljko Janevic,5
504881,504883,has_artist,Victor-Charles Mahillon,2
505142,505157,has_artist,Hieronimus Franciscus Kynseker,2
505294,505298,has_artist,Teppo Repo,4
505294,505299,has_artist,Teppo Repo,4
505294,505301,has_artist,Teppo Repo,4
505298,505299,has_artist,Teppo Repo,4
505298,505301,has_artist,Teppo Repo,4
505299,505301,has_artist,Teppo Repo,4
505824,506046,has_artist,Alexandre Désiré Collette,3
505824,506047,has_artist,Alexandre Désiré Collette,3
506046,506047,has_artist,Alexandre Désiré Collette,3
506274,506279,has_artist,Egermann Company,2
506338,506341,has_artist,Bayel (Cristalleries Royales du champagne),2
507566,507571,has_artist,Paul Wirz,2
508074,508076,has_artist,Seydou Keïta,14
508075,686485,has_artist,Seydou Keïta,14
686485,687766,has_artist,Seydou Keïta,14
508077,515777,has_artist,Seydou Keïta,14
515777,686485,has_artist,Seydou Keïta,14
515778,708769,has_artist,Seydou Keïta,14
515777,687767,has_artist,Seydou Keïta,14
508077,687767,has_artist,Seydou Keïta,14
508075,687765,has_artist,Seydou Keïta,14
508075,508076,has_artist,Seydou Keïta,14
508076,515778,has_artist,Seydou Keïta,14
508075,686487,has_artist,Seydou Keïta,14
686485,686487,has_artist,Seydou Keïta,14
508076,686485,has_artist,Seydou Keïta,14
508075,708769,has_artist,Seydou Keïta,14
512975,512976,has_artist,Dr. Paul Baron de Rautenfeld,4
512975,512978,has_artist,Dr. Paul Baron de Rautenfeld,4
512975,512979,has_artist,Dr. Paul Baron de Rautenfeld,4
512976,512978,has_artist,Dr. Paul Baron de Rautenfeld,4
512976,512979,has_artist,Dr. Paul Baron de Rautenfeld,4
512978,512979,has_artist,Dr. Paul Baron de Rautenfeld,4
520571,525154,has_artist,Malick Sidibé,10
525154,525155,has_artist,Malick Sidibé,10
520570,525157,has_artist,Malick Sidibé,10
520570,649419,has_artist,Malick Sidibé,10
525157,649419,has_artist,Malick Sidibé,10
515811,525157,has_artist,Malick Sidibé,10
520569,525154,has_artist,Malick Sidibé,10
520569,649419,has_artist,Malick Sidibé,10
515811,520571,has_artist,Malick Sidibé,10
525155,649419,has_artist,Malick Sidibé,10
515811,649419,has_artist,Malick Sidibé,10
515811,520521,has_artist,Malick Sidibé,10
520570,520571,has_artist,Malick Sidibé,10
520521,525157,has_artist,Malick Sidibé,10
515812,520521,has_artist,Malick Sidibé,10
522542,522543,has_artist,Samuel Fosso,2
527477,527478,has_artist,Nicolaas Henneman,2
542418,542419,has_artist,J.D. 'Okhai Ojeikere,2
543512,543513,has_artist,Sean Coyle|Shigeyuki Kihara,2
544644,557772,has_artist,Nina de Garis Davies,135
544606,544625,has_artist,Nina de Garis Davies,135
548580,557747,has_artist,Nina de Garis Davies,135
557761,557830,has_artist,Nina de Garis Davies,135
544640,557739,has_artist,Nina de Garis Davies,135
544610,557835,has_artist,Nina de Garis Davies,135
544633,557681,has_artist,Nina de Garis Davies,135
544555,548583,has_artist,Nina de Garis Davies,135
544578,544643,has_artist,Nina de Garis Davies,135
544618,557695,has_artist,Nina de Garis Davies,135
544579,557759,has_artist,Nina de Garis Davies,135
544606,557724,has_artist,Nina de Garis Davies,135
544619,544644,has_artist,Nina de Garis Davies,135
544633,557846,has_artist,Nina de Garis Davies,135
544579,544635,has_artist,Nina de Garis Davies,135
544546,557780,has_artist,Nina de Garis Davies|Norman de Garis Davies,16
544546,544549,has_artist,Nina de Garis Davies|Norman de Garis Davies,16
544543,557704,has_artist,Nina de Garis Davies|Norman de Garis Davies,16
544551,544552,has_artist,Nina de Garis Davies|Norman de Garis Davies,16
547713,557777,has_artist,Nina de Garis Davies|Norman de Garis Davies,16
548565,557827,has_artist,Nina de Garis Davies|Norman de Garis Davies,16
557694,557704,has_artist,Nina de Garis Davies|Norman de Garis Davies,16
544543,557843,has_artist,Nina de Garis Davies|Norman de Garis Davies,16
544543,557699,has_artist,Nina de Garis Davies|Norman de Garis Davies,16
544543,544549,has_artist,Nina de Garis Davies|Norman de Garis Davies,16
557694,557699,has_artist,Nina de Garis Davies|Norman de Garis Davies,16
544551,557777,has_artist,Nina de Garis Davies|Norman de Garis Davies,16
548565,557780,has_artist,Nina de Garis Davies|Norman de Garis Davies,16
544551,544602,has_artist,Nina de Garis Davies|Norman de Garis Davies,16
544543,544602,has_artist,Nina de Garis Davies|Norman de Garis Davies,16
544585,557755,has_artist,Hugh R. Hopgood,38
544583,544586,has_artist,Hugh R. Hopgood,38
544544,557778,has_artist,Hugh R. Hopgood,38
557753,557754,has_artist,Hugh R. Hopgood,38
557696,557754,has_artist,Hugh R. Hopgood,38
557715,557775,has_artist,Hugh R. Hopgood,38
544545,557717,has_artist,Hugh R. Hopgood,38
547715,557717,has_artist,Hugh R. Hopgood,38
544583,557635,has_artist,Hugh R. Hopgood,38
544588,557731,has_artist,Hugh R. Hopgood,38
544545,544590,has_artist,Hugh R. Hopgood,38
544545,557755,has_artist,Hugh R. Hopgood,38
544590,557703,has_artist,Hugh R. Hopgood,38
557754,557775,has_artist,Hugh R. Hopgood,38
544544,544592,has_artist,Hugh R. Hopgood,38
557828,557842,has_artist,Norman de Garis Davies,57
544581,557802,has_artist,Norman de Garis Davies,57
544587,557816,has_artist,Norman de Garis Davies,57
557764,557821,has_artist,Norman de Garis Davies,57
545135,548436,has_artist,Norman de Garis Davies,57
557736,557818,has_artist,Norman de Garis Davies,57
544603,557828,has_artist,Norman de Garis Davies,57
544603,557684,has_artist,Norman de Garis Davies,57
557801,557821,has_artist,Norman de Garis Davies,57
557633,557817,has_artist,Norman de Garis Davies,57
544553,544596,has_artist,Norman de Garis Davies,57
544581,557712,has_artist,Norman de Garis Davies,57
544596,557800,has_artist,Norman de Garis Davies,57
557821,571593,has_artist,Norman de Garis Davies,57
548568,557707,has_artist,Norman de Garis Davies,57
566617,566618,has_artist,William J. Palmer-Jones,7
557751,557752,has_artist,William J. Palmer-Jones,7
566617,566619,has_artist,William J. Palmer-Jones,7
544564,566619,has_artist,William J. Palmer-Jones,7
557752,566618,has_artist,William J. Palmer-Jones,7
557750,557752,has_artist,William J. Palmer-Jones,7
557750,566617,has_artist,William J. Palmer-Jones,7
557750,566618,has_artist,William J. Palmer-Jones,7
544564,557751,has_artist,William J. Palmer-Jones,7
557751,566617,has_artist,William J. Palmer-Jones,7
557751,566618,has_artist,William J. Palmer-Jones,7
544564,557750,has_artist,William J. Palmer-Jones,7
557751,566619,has_artist,William J. Palmer-Jones,7
544564,566617,has_artist,William J. Palmer-Jones,7
557752,566619,has_artist,William J. Palmer-Jones,7
557626,571718,has_artist,Unknown Copyist,28
557629,571719,has_artist,Unknown Copyist,28
557626,561176,has_artist,Unknown Copyist,28
561176,564851,has_artist,Unknown Copyist,28
544576,557626,has_artist,Unknown Copyist,28
571717,571722,has_artist,Unknown Copyist,28
544604,571719,has_artist,Unknown Copyist,28
557628,557804,has_artist,Unknown Copyist,28
557804,561176,has_artist,Unknown Copyist,28
571714,571722,has_artist,Unknown Copyist,28
557714,561176,has_artist,Unknown Copyist,28
557631,571722,has_artist,Unknown Copyist,28
571714,571716,has_artist,Unknown Copyist,28
564850,564852,has_artist,Unknown Copyist,28
557626,571712,has_artist,Unknown Copyist,28
557793,557794,has_artist,Lancelot Crane,12
557737,557790,has_artist,Lancelot Crane,12
557738,557791,has_artist,Lancelot Crane,12
557792,557795,has_artist,Lancelot Crane,12
557738,557790,has_artist,Lancelot Crane,12
557738,557792,has_artist,Lancelot Crane,12
557738,557795,has_artist,Lancelot Crane,12
557795,571780,has_artist,Lancelot Crane,12
557789,557792,has_artist,Lancelot Crane,12
557737,557791,has_artist,Lancelot Crane,12
557738,557794,has_artist,Lancelot Crane,12
548582,557794,has_artist,Lancelot Crane,12
557791,557795,has_artist,Lancelot Crane,12
557737,571780,has_artist,Lancelot Crane,12
557792,566542,has_artist,Lancelot Crane,12
549245,569711,has_artist,Paser,3
549245,569714,has_artist,Paser,3
569711,569714,has_artist,Paser,3
557627,566408,has_artist,E. Harold Jones,2
557807,557809,has_artist,Norman Hardy,3
557807,566416,has_artist,Norman Hardy,3
557809,566416,has_artist,Norman Hardy,3
591642,591754,has_artist,Walter Tyndale,15
591624,591625,has_artist,Walter Tyndale,15
591644,591752,has_artist,Walter Tyndale,15
591624,591644,has_artist,Walter Tyndale,15
591644,591654,has_artist,Walter Tyndale,15
591658,591753,has_artist,Walter Tyndale,15
591641,591739,has_artist,Walter Tyndale,15
591654,591658,has_artist,Walter Tyndale,15
591625,591752,has_artist,Walter Tyndale,15
591645,591654,has_artist,Walter Tyndale,15
591654,591752,has_artist,Walter Tyndale,15
558420,591645,has_artist,Walter Tyndale,15
558420,591739,has_artist,Walter Tyndale,15
591641,591645,has_artist,Walter Tyndale,15
591641,591754,has_artist,Walter Tyndale,15
566762,566763,has_artist,Howard Carter,2
623041,623052,has_artist,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,46
623057,623063,has_artist,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,46
623043,623053,has_artist,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,46
623055,623066,has_artist,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,46
623037,623060,has_artist,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,46
623051,623061,has_artist,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,46
623041,623067,has_artist,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,46
623053,623066,has_artist,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,46
623035,623053,has_artist,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,46
623029,623040,has_artist,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,46
623060,623066,has_artist,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,46
623047,623065,has_artist,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,46
623034,623070,has_artist,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,46
623026,623053,has_artist,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,46
623063,623071,has_artist,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,46
628824,628846,has_artist,Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum|Gerard de Jode,62
623558,628838,has_artist,Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum|Gerard de Jode,62
625119,625122,has_artist,Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum|Gerard de Jode,62
625121,628899,has_artist,Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum|Gerard de Jode,62
625133,628902,has_artist,Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum|Gerard de Jode,62
628812,628888,has_artist,Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum|Gerard de Jode,62
628824,628893,has_artist,Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum|Gerard de Jode,62
623557,628897,has_artist,Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum|Gerard de Jode,62
623560,623593,has_artist,Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum|Gerard de Jode,62
623560,628901,has_artist,Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum|Gerard de Jode,62
625117,628901,has_artist,Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum|Gerard de Jode,62
625119,625196,has_artist,Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum|Gerard de Jode,62
628825,628900,has_artist,Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum|Gerard de Jode,62
625192,628887,has_artist,Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum|Gerard de Jode,62
623558,628831,has_artist,Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum|Gerard de Jode,62
623621,623626,has_artist,"Maerten de Vos|Anonymous, Netherlandish, late 16th century|Johannes Baptista Vrints",3
623621,623629,has_artist,"Maerten de Vos|Anonymous, Netherlandish, late 16th century|Johannes Baptista Vrints",3
623626,623629,has_artist,"Maerten de Vos|Anonymous, Netherlandish, late 16th century|Johannes Baptista Vrints",3
623685,623689,has_artist,Hans Vredeman de Vries|Johann Bussemacher,4
623685,623694,has_artist,Hans Vredeman de Vries|Johann Bussemacher,4
623685,623698,has_artist,Hans Vredeman de Vries|Johann Bussemacher,4
623689,623694,has_artist,Hans Vredeman de Vries|Johann Bussemacher,4
623689,623698,has_artist,Hans Vredeman de Vries|Johann Bussemacher,4
623694,623698,has_artist,Hans Vredeman de Vries|Johann Bussemacher,4
625347,625351,has_artist,Lucas Cranach the Younger,6
625347,625358,has_artist,Lucas Cranach the Younger,6
625347,625380,has_artist,Lucas Cranach the Younger,6
625347,625637,has_artist,Lucas Cranach the Younger,6
625347,625639,has_artist,Lucas Cranach the Younger,6
625351,625358,has_artist,Lucas Cranach the Younger,6
625351,625380,has_artist,Lucas Cranach the Younger,6
625351,625637,has_artist,Lucas Cranach the Younger,6
625351,625639,has_artist,Lucas Cranach the Younger,6
625358,625380,has_artist,Lucas Cranach the Younger,6
625358,625637,has_artist,Lucas Cranach the Younger,6
625358,625639,has_artist,Lucas Cranach the Younger,6
625380,625637,has_artist,Lucas Cranach the Younger,6
625380,625639,has_artist,Lucas Cranach the Younger,6
625637,625639,has_artist,Lucas Cranach the Younger,6
625352,625353,has_artist,De Lacollombe|Gilles Demarteau,3
625352,625354,has_artist,De Lacollombe|Gilles Demarteau,3
625353,625354,has_artist,De Lacollombe|Gilles Demarteau,3
625447,625577,has_artist,Andrea Schiavone (Andrea Meldola)|Jacques Androuet Du Cerceau|Battista Angolo del Moro,3
625447,625578,has_artist,Andrea Schiavone (Andrea Meldola)|Jacques Androuet Du Cerceau|Battista Angolo del Moro,3
625577,625578,has_artist,Andrea Schiavone (Andrea Meldola)|Jacques Androuet Du Cerceau|Battista Angolo del Moro,3
625448,625449,has_artist,Andrea Schiavone (Andrea Meldola)|Battista Angolo del Moro|Jacques Androuet Du Cerceau,5
625448,625452,has_artist,Andrea Schiavone (Andrea Meldola)|Battista Angolo del Moro|Jacques Androuet Du Cerceau,5
625448,625453,has_artist,Andrea Schiavone (Andrea Meldola)|Battista Angolo del Moro|Jacques Androuet Du Cerceau,5
625448,625454,has_artist,Andrea Schiavone (Andrea Meldola)|Battista Angolo del Moro|Jacques Androuet Du Cerceau,5
625449,625452,has_artist,Andrea Schiavone (Andrea Meldola)|Battista Angolo del Moro|Jacques Androuet Du Cerceau,5
625449,625453,has_artist,Andrea Schiavone (Andrea Meldola)|Battista Angolo del Moro|Jacques Androuet Du Cerceau,5
625449,625454,has_artist,Andrea Schiavone (Andrea Meldola)|Battista Angolo del Moro|Jacques Androuet Du Cerceau,5
625452,625453,has_artist,Andrea Schiavone (Andrea Meldola)|Battista Angolo del Moro|Jacques Androuet Du Cerceau,5
625452,625454,has_artist,Andrea Schiavone (Andrea Meldola)|Battista Angolo del Moro|Jacques Androuet Du Cerceau,5
625453,625454,has_artist,Andrea Schiavone (Andrea Meldola)|Battista Angolo del Moro|Jacques Androuet Du Cerceau,5
625457,625458,has_artist,Battista Angolo del Moro|Giulio Romano,4
625457,625459,has_artist,Battista Angolo del Moro|Giulio Romano,4
625457,625460,has_artist,Battista Angolo del Moro|Giulio Romano,4
625458,625459,has_artist,Battista Angolo del Moro|Giulio Romano,4
625458,625460,has_artist,Battista Angolo del Moro|Giulio Romano,4
625459,625460,has_artist,Battista Angolo del Moro|Giulio Romano,4
625557,625575,has_artist,Parmigianino (Girolamo Francesco Maria Mazzola)|Marco Angolo del Moro|Andrea Schiavone (Andrea Meldola),2
625636,625658,has_artist,Girolamo Mocetto,2
625638,626861,has_artist,Andrea Fraser,2
625680,625755,has_artist,Francesco Rosselli,10
625664,625831,has_artist,Francesco Rosselli,10
625692,625978,has_artist,Francesco Rosselli,10
625680,625831,has_artist,Francesco Rosselli,10
625692,625967,has_artist,Francesco Rosselli,10
625965,625978,has_artist,Francesco Rosselli,10
625831,625978,has_artist,Francesco Rosselli,10
625755,625831,has_artist,Francesco Rosselli,10
625664,625968,has_artist,Francesco Rosselli,10
625680,625967,has_artist,Francesco Rosselli,10
625755,625967,has_artist,Francesco Rosselli,10
625830,625965,has_artist,Francesco Rosselli,10
625692,625755,has_artist,Francesco Rosselli,10
625830,625967,has_artist,Francesco Rosselli,10
625755,625830,has_artist,Francesco Rosselli,10
625754,625828,has_artist,Lucas Cranach the Younger and Workshop,2
625996,626013,has_artist,Francesco Rosselli|Baccio Baldini,22
625998,626005,has_artist,Francesco Rosselli|Baccio Baldini,22
625988,626013,has_artist,Francesco Rosselli|Baccio Baldini,22
625981,625996,has_artist,Francesco Rosselli|Baccio Baldini,22
625979,626007,has_artist,Francesco Rosselli|Baccio Baldini,22
625983,626005,has_artist,Francesco Rosselli|Baccio Baldini,22
625990,626003,has_artist,Francesco Rosselli|Baccio Baldini,22
625988,625992,has_artist,Francesco Rosselli|Baccio Baldini,22
625981,625998,has_artist,Francesco Rosselli|Baccio Baldini,22
625983,626012,has_artist,Francesco Rosselli|Baccio Baldini,22
625985,625995,has_artist,Francesco Rosselli|Baccio Baldini,22
625977,625999,has_artist,Francesco Rosselli|Baccio Baldini,22
625971,626007,has_artist,Francesco Rosselli|Baccio Baldini,22
625996,625999,has_artist,Francesco Rosselli|Baccio Baldini,22
625983,625995,has_artist,Francesco Rosselli|Baccio Baldini,22
626022,697201,has_artist,Sir Edward John Poynter,2
626026,626043,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Hans Vredeman de Vries,6
626026,626167,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Hans Vredeman de Vries,6
626026,626168,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Hans Vredeman de Vries,6
626026,626191,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Hans Vredeman de Vries,6
626026,626192,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Hans Vredeman de Vries,6
626043,626167,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Hans Vredeman de Vries,6
626043,626168,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Hans Vredeman de Vries,6
626043,626191,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Hans Vredeman de Vries,6
626043,626192,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Hans Vredeman de Vries,6
626167,626168,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Hans Vredeman de Vries,6
626167,626191,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Hans Vredeman de Vries,6
626167,626192,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Hans Vredeman de Vries,6
626168,626191,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Hans Vredeman de Vries,6
626168,626192,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Hans Vredeman de Vries,6
626191,626192,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Hans Vredeman de Vries,6
626034,626057,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Gerard van Groeningen,4
626034,626163,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Gerard van Groeningen,4
626034,626169,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Gerard van Groeningen,4
626057,626163,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Gerard van Groeningen,4
626057,626169,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Gerard van Groeningen,4
626163,626169,has_artist,Philips Galle|Johannes van Doetecum I|Lucas van Doetecum|Gerard van Groeningen,4
626036,626162,has_artist,Philips Galle|Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum,7
626164,626165,has_artist,Philips Galle|Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum,7
626039,626162,has_artist,Philips Galle|Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum,7
626145,626162,has_artist,Philips Galle|Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum,7
626145,626165,has_artist,Philips Galle|Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum,7
626039,626145,has_artist,Philips Galle|Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum,7
626039,626165,has_artist,Philips Galle|Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum,7
626036,626145,has_artist,Philips Galle|Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum,7
626036,626039,has_artist,Philips Galle|Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum,7
626036,626073,has_artist,Philips Galle|Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum,7
626073,626162,has_artist,Philips Galle|Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum,7
626073,626145,has_artist,Philips Galle|Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum,7
626145,626164,has_artist,Philips Galle|Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum,7
626073,626165,has_artist,Philips Galle|Hans Vredeman de Vries|Johannes van Doetecum I|Lucas van Doetecum,7
